AUFIRGPROMANKW-UHFFFAOYSA-N,0.05511645707185764,-0.061674346579266626
WSLDOOZREJYCGB-UHFFFAOYSA-N,0.07046211491584309,-0.03261591436777955
ZSSWXNPRLJLCDU-UHFFFAOYSA-N,0.03932825019525943,-0.10081942016973322
WJYIASZWHGOTOU-UHFFFAOYSA-N,0.07472235866524901,-0.08037271200625717
YHQMSHVVGOSZEW-UHFFFAOYSA-N,0.04556105767149887,-0.08215339401894539
VNXYDFNVQBICRO-UHFFFAOYSA-N,0.07513823074033965,-0.042753632089684857
KFDVPJUYSDEJTH-UHFFFAOYSA-N,0.2116969774725188,-0.04516643175303248
JNELGWHKGNBSMD-UHFFFAOYSA-N,0.050753553779404825,-0.07235977014642536
YHRUOJUYPBUZOS-UHFFFAOYSA-N,0.4168232079004568,-0.025139395381199137
XDOKVFJJVSLHDJ-UHFFFAOYSA-N,0.07805515128747054,-0.09051400939336673
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,0.0477811752789119,-0.07736708537420078
DCNUQRBLZWSGAV-UHFFFAOYSA-N,0.11503649655162462,-0.08219878863686425
POLCUAVZOMRGSN-UHFFFAOYSA-N,0.03656453905541124,-0.06961821250143885
HUTDHWXNOSDRBN-UHFFFAOYSA-N,0.23328885554507828,-0.060868413907112284
OKDGRDCXVWSXDC-UHFFFAOYSA-N,0.12719529370208882,-0.05334610770417214
MXHTZQSKTCCMFG-UHFFFAOYSA-N,10.106593560427442,-0.026394160020348778
XZMCDFZZKTWFGF-UHFFFAOYSA-N,0.11576608369912478,-0.09177555712102681
KSMVZQYAVGTKIV-UHFFFAOYSA-N,0.043844912720610196,-0.06353925196369836
VAYTZRYEBVHVLE-UHFFFAOYSA-N,0.0871877664512386,-0.07085186780635588
RWCCWEUUXYIKHB-UHFFFAOYSA-N,0.04737489794798222,-0.0727774544151707
HPNMFZURTQLUMO-UHFFFAOYSA-N,0.05014511127802379,-0.06559959989660413
QPJVMBTYPHYUOC-UHFFFAOYSA-N,0.1756712483943108,-0.05951880962975231
QPKDBLGFWZSDSB-UHFFFAOYSA-N,0.5167885045859819,-0.0523043630874831
WEVYAHXRMPXWCK-UHFFFAOYSA-N,0.06739693384652679,-0.06695739268059864
ZMANZCXQSJIPKH-UHFFFAOYSA-N,0.08670045676621108,-0.06241948214539761
HZXRDAIBHPCJLE-UHFFFAOYSA-N,23.103747852854802,-0.06505287020424788
HCEKGPAHZCYRBZ-UHFFFAOYSA-N,0.10018878165856293,-0.060390425604746056
IQZZFVDIZRWADY-UHFFFAOYSA-N,0.08471279861826986,-0.08313991290480693
CQQUWTMMFMJEFE-UHFFFAOYSA-N,0.06786448226971231,-0.06960736700241199
ZNSMNVMLTJELDZ-UHFFFAOYSA-N,0.04323544462816997,-0.028524694847009258
ALCDAWARCQFJBA-UHFFFAOYSA-N,0.044941072743945654,-0.047443735142287835
SHOJXDKTYKFBRD-UHFFFAOYSA-N,0.08078655954212799,-0.08779221628122791
PKAHQJNJPDVTDP-UHFFFAOYSA-N,0.039177315890384534,-0.06574518990607991
IENJMFWWRIWLIW-UHFFFAOYSA-N,0.1256387658592022,-0.05756191514115372
QQZOPKMRPOGIEB-UHFFFAOYSA-N,0.049721690914385164,-0.07711209663829699
HXJUTPCZVOIRIF-UHFFFAOYSA-N,0.11955526964175611,-0.08324155526044841
OOWFYDWAMOKVSF-UHFFFAOYSA-N,0.09522809685064182,-0.08083384265208515
JMMWKPVZQRWMSS-UHFFFAOYSA-N,0.09728816568450505,-0.07673560486581543
ROSDSFDQCJNGOL-UHFFFAOYSA-N,0.09949669352873958,-0.08922482662877584
DZBUGLKDJFMEHC-UHFFFAOYSA-N,0.046214363661713165,-0.06861938433531023
IMNIMPAHZVJRPE-UHFFFAOYSA-N,0.027886629398626184,-0.058697381418099326
XXROGKLTLUQVRX-UHFFFAOYSA-N,0.3562478373988496,-0.07451791041880629
YRKCREAYFQTBPV-UHFFFAOYSA-N,0.06629507065833984,-0.06630412021514509
UQEAIHBTYFGYIE-UHFFFAOYSA-N,0.037695801214656655,-0.03855384780623794
MTAODLNXWYIKSO-UHFFFAOYSA-N,0.12187069937356299,-0.05144444014488769
ZCQWOFVYLHDMMC-UHFFFAOYSA-N,0.10319358733035067,-0.09081088383132485
UPOSSYJVWXLPTA-UHFFFAOYSA-N,22.070720346872175,-0.07386182310485978
VPYJNCGUESNPMV-UHFFFAOYSA-N,0.24870709919822787,-0.08576786708234962
QZVQQUVWFIZUBQ-UHFFFAOYSA-N,0.08068286066695407,-0.03756453155192929
